"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"U00802_s_at",-1.62404561877136,5.28701623744579,-4.3643117645792,4.10256833136121e-05,0.000775509165845165,1.77165040235169
"M31551_s_at",1.61041909714364,5.6367033554805,4.362226285394,4.13372819499457e-05,0.000775509165845165,1.7644745041975
"M24283_at",1.04379368713928,7.5458628494248,4.34064662928837,4.46990535231519e-05,0.000829842584808724,1.69033845478547
"J03909_at",1.83100117378315,9.27015211069414,4.27288821166541,5.70636291524768e-05,0.00102989015753926,1.45896052857428
"M81750_at",1.21096460677965,7.14686532659059,4.26985157363051,5.76889332667236e-05,0.00103676031663339,1.44864156484398
"X87212_at",1.49079558542451,7.13052657635108,4.26962842344089,5.77351445789668e-05,0.00103676031663339,1.44788343806839
"X16832_at",1.57275318237839,8.29889717989571,4.25008076024063,6.19250205421635e-05,0.00109544285718383,1.38156412301309
"D38583_at",1.47330973250003,7.32080644867993,4.21297602329966,7.07000862122075e-05,0.00122632825938401,1.25618047613091
"U78095_at",-1.10546722946849,9.91746189182543,-4.18724183908224,7.74785794765366e-05,0.00132775190646209,1.16960951692318
"X03663_at",1.31997477450976,7.05783253308266,4.17800228547816,8.00619923327596e-05,0.00134931901498875,1.13860572863314
"U73167_cds5_at",-1.34057549419873,7.68117118139716,-4.16645886297823,8.34064700771621e-05,0.00139251692079646,1.09992977498833
"M87860_at",1.5587866361593,5.53667727264511,4.13934700828304,9.17997292374282e-05,0.00150792688878716,1.00934949317235
"D28423_at",-1.08411929232887,10.2667638344167,-4.13573123827076,9.29788217636653e-05,0.00152378395483487,0.997296673476929
"X17094_at",1.049862851552,7.47187990255019,4.09006676255742,0.000109184466980581,0.0017335769824155,0.845638588460804
"HG417-HT417_s_at",1.38878772697779,9.294398085417,4.08375395974517,0.00011162831835177,0.00176061566710125,0.824755061225428
"V00563_at",-1.36419022348211,10.5921350612786,-4.06691023745535,0.000118409335569064,0.00185118454664881,0.76913239107892
"U37408_at",-1.1405060979736,8.9462356708749,-4.06340717282502,0.000119868572012782,0.0018617495640068,0.757582335439432
"D63391_at",-1.39987209105101,6.18584249650003,-4.06051663878268,0.000121085665230962,0.0018728475659885,0.74805656202016
"U65932_at",-1.22283302223138,8.83859491225858,-4.05397585270207,0.000123883779785608,0.00190337815968017,0.72651703685584
"M74719_at",-1.43803099664868,9.52792973151943,-4.05267042628684,0.000124449631110267,0.00190796004340881,0.722220730777718
"U25849_at",-1.14307353186198,8.52666858699069,-4.04488170217093,0.000127877749848536,0.00194794974074833,0.696605211833352
"U94836_at",-1.45081127121894,6.15189940631113,-4.04115177300319,0.000129551418422746,0.00196504694028884,0.684349204645872
"AF015950_at",-1.1660547031356,5.05387582908634,-4.02918901589192,0.000135062553442746,0.00203135220146273,0.645089357518526
"M87789_s_at",2.45719252077597,9.76456178324819,4.02199948548869,0.000138482395972568,0.00206968763288981,0.621529799942135
"HG3945-HT4215_at",1.07153599254281,5.55127739111494,4.0195665037842,0.000139658425124523,0.00208289730693038,0.61356312000278
"X69819_at",1.48087043838255,9.13725702927421,4.0174079168493,0.000140709850585225,0.00208834083265535,0.606497484478893
"X69838_at",-1.03535939570132,8.4541744388125,-4.01641679939232,0.000141195157994092,0.00208834083265535,0.603254094838057
"X13334_at",2.23181619815609,4.18446456415609,3.97402671197349,0.000163525305229002,0.00233621623442396,0.465010520560784
"D21063_at",-1.27623662362589,9.20743795955383,-3.96773998498228,0.000167112972523561,0.002375582615767,0.44458776715098
"U23852_s_at",-1.39977955289471,9.2574904099413,-3.96598841241167,0.000168125929427168,0.00238284244709002,0.43890138007214
"J00314_at",-1.29240163661863,8.52221366271635,-3.93570814432923,0.000186597235139328,0.00256310537438973,0.340853067286459
"U90552_at",-1.00619033748753,5.5444923180928,-3.92564077840164,0.000193158539077905,0.00261792248115283,0.308361930457326
"M38449_s_at",1.00031184168724,9.89850241370134,3.92422628044306,0.000194097963159344,0.00262069011242986,0.30380112705245
"L16991_at",-1.21562776440315,7.24693917665009,-3.89501281490917,0.000214508030721529,0.00283715723750238,0.209845742167078
"X58399_at",-1.31966288031161,6.35471264798155,-3.86872632593346,0.000234617647555373,0.00304107128985865,0.125695030649225
"M62505_at",1.14801224113295,5.16249939738323,3.86721339865533,0.000235828383446482,0.00305121696114332,0.120863050762076
"M91438_at",1.71157048630722,8.32172313665348,3.86362865227694,0.000238721037878851,0.00306638248475375,0.109419048926699
"X17093_at",-1.23779914552245,11.1059714242548,-3.85366613189653,0.000246939590576731,0.00315489666885577,0.0776511115462704
"M72885_rna1_s_at",1.67110194920829,6.51397519003022,3.84784616399344,0.000251865342409005,0.00318925049029094,0.0591176588088489
"U45285_at",1.72189102166863,8.15800072922649,3.83374034230155,0.000264196958589654,0.0032985291029521,0.0142747978744833
"D10925_at",1.12919160329718,4.89809672866171,3.82747791544421,0.000269854948761045,0.0033632795974082,-0.00559881950988927
"U77396_at",1.24790881321044,7.84330515139116,3.82691891154396,0.000270365594601425,0.00336376321799923,-0.00737175726737416
"Y07755_at",-1.06328657877418,6.67641942419489,-3.81431518965244,0.000282127333808179,0.00347372325167273,-0.0473002405758223
"U33429_at",1.81188715481433,5.59709595069146,3.81113052914259,0.000285175774736246,0.00349917056470688,-0.0573754032867244
"J03077_s_at",1.44813735116313,11.2059826560839,3.78847223985545,0.000307791736671517,0.00368557315326269,-0.128896857066345
"D00596_at",-1.05712615493048,10.0825941397877,-3.77637765667155,0.000320555173008922,0.00380872971396767,-0.166957308958552
"L10373_at",-1.25502196485208,8.04068335432878,-3.73097973313322,0.000373121133057671,0.00433221589180478,-0.309091274898139
"M16424_at",1.31497673215037,6.78087021563385,3.67933398127423,0.000442908626290534,0.00498027696660129,-0.469371127073805
"X86691_at",-1.40378507256039,8.8301751094102,-3.66913932365446,0.000458080805302696,0.00508669479906996,-0.500829763751061
"D38024_at",-1.0662126794688,7.72197227463842,-3.64795778534964,0.000491201088683451,0.00536259197737262,-0.56600040306007
"U21090_at",-1.38806342860248,6.90246140711834,-3.64169371633639,0.000501424478947513,0.00545748871819362,-0.585223813223895
"U52101_at",1.12821925553498,11.4873984005288,3.61156422114133,0.000553490674623725,0.00595795207026153,-0.677367762078275
"X66171_at",1.08961288734311,4.48122362073221,3.60424467778145,0.000566894080057315,0.00606814999508798,-0.699672875348106
"Z30426_at",-1.24371923146995,8.84877899062082,-3.60134977134502,0.000572279820041737,0.0061166159476425,-0.708485967634052
"X84373_at",-1.15114026875902,8.30466179558986,-3.5591640450524,0.00065649236130806,0.00686236663308674,-0.836353873699806
"U85767_at",1.08605147058062,7.23315109750395,3.51712775894823,0.000752014270007312,0.00761521268591212,-0.962717494195776
"J05614_at",-1.17332996970512,10.7060483375687,-3.50973085853063,0.000770130444442027,0.00774366704996786,-0.984843481852836
"M62840_at",1.26496425868252,5.20511515758791,3.5010879191158,0.000791822071900584,0.00792822970586976,-1.01065492270586
"U66838_at",1.06763576388057,8.87449357298729,3.48550899323407,0.000832390199080845,0.00826477678168154,-1.05706610838185
"X97748_s_at",1.18582215242014,7.00060333382754,3.44589253770778,0.00094459641839294,0.00909877151074039,-1.17442279581082
"M94167_at",1.13231509946643,5.5665672960184,3.44563546343442,0.000945369181942623,0.00909877151074039,-1.17518120019069
"M22324_at",1.29558033197941,7.18834539502752,3.44129102506078,0.000958519253733252,0.00918452118261338,-1.18799175530538
"HG987-HT987_at",1.2759230559753,9.59801560198177,3.42941385344292,0.000995357844836236,0.00948650544898065,-1.22295506063417
"L00058_at",-1.03582625819795,7.95892723217777,-3.41973079700483,0.00102637666123782,0.00971718355639366,-1.25139514724297
"D83920_at",1.80010879131209,7.49387689332412,3.40990842911012,0.00105877290343027,0.00993156845862417,-1.28018521114399
"X66945_at",-1.37529035593105,6.5318924343931,-3.39841509403878,0.00109790566921915,0.0101913665571137,-1.31379708933654
"X59871_at",-1.30257679194329,7.77242027379575,-3.39197274320654,0.00112043362527225,0.0103734692396959,-1.332601636502
"U25956_at",1.24666385920972,7.21082337445954,3.35583013794046,0.00125512104356143,0.0113616539709649,-1.43761760233896
"M63928_at",-1.67086337825758,5.60118655456028,-3.35329924119983,0.00126510275156345,0.0114308206792089,-1.44494069281629
"M15796_at",-1.07997793214052,7.88749966975819,-3.35168041080187,0.00127152648623947,0.0114743193929129,-1.44962262699936
"U51333_s_at",1.22763431340469,8.97076321067263,3.33109750382938,0.00135592704481534,0.0120830048781107,-1.50900780371741
"M63438_s_at",2.22120188333888,9.8333601477253,3.32417295112572,0.00138548747323913,0.0123156361555134,-1.52892608654425
"J02645_at",-1.02102989092385,7.49932302469459,-3.32158173539419,0.00139670430235658,0.012399881658157,-1.53637182883619
"S85655_at",-1.35533215207849,7.64516546977578,-3.31641911596543,0.00141930736920021,0.0125380944671974,-1.55119367624605
"HG2591-HT2687_s_at",-1.07266751155844,4.12090244058085,-3.30576848961644,0.00146702968690626,0.0128823930923716,-1.58171799996921
"U64998_at",1.26304260463478,5.98246596521309,3.29615891774526,0.00151137836836957,0.0132041867501307,-1.60919664593489
"M26311_s_at",2.13825882547747,9.70103116041487,3.29256726804691,0.00152827521642374,0.0133028986787361,-1.61945185225152
"X93920_at",1.02611488919,8.96527467750785,3.20851258212241,0.00197820509675826,0.0161357255546792,-1.85707896394847
"HG2981-HT3125_s_at",1.05296992430103,8.13571747442447,3.15726973994097,0.00231052414272162,0.0182411147435907,-1.99968412114745
"M60752_at",-1.31054478868973,7.25339074149107,-3.13825255851993,0.0024466187141862,0.019083090605507,-2.05216594282203
"X03934_at",-1.03595089951286,9.35854866063989,-3.11297592157243,0.0026391128755428,0.0201653115645709,-2.12154892730147
"Z11697_at",1.08022305406802,8.42582149986805,3.10406496703069,0.00271027775119834,0.0205767519577135,-2.14590703179877
"L07807_s_at",1.05704277431774,7.25684810961517,3.08175406630609,0.00289638091823239,0.0218039066167674,-2.2066596123167
"M32578_at",1.50555143205565,7.29974564678285,3.07587123399461,0.0029473980973178,0.0220946383131215,-2.22262260469279
"U48705_rna1_s_at",-1.11744468979111,5.91992735573527,-3.0558385038741,0.00312746975793303,0.0231523695787171,-2.27680530191701
"D25304_at",-1.33446622269078,7.43319264136513,-3.05300222626604,0.00315377648042481,0.0233228968142619,-2.28445458120377
"D49817_at",1.24708481685128,7.42938771746906,3.04844343391467,0.00319649131392207,0.0234683692862517,-2.29673791105312
"L76702_at",-1.19977684554265,7.55262773561544,-3.04596559406735,0.00321993317509908,0.0235676628390979,-2.30340832895975
"U20734_s_at",1.19706871749289,10.0577286821759,3.03686567892321,0.00330740222265422,0.0240361024442447,-2.32786963474468
"U73514_at",-1.32524705709281,4.25916947751859,-3.02144257263378,0.00346071041814923,0.0247208462635129,-2.36919890076473
"M38591_at",1.37434848044544,8.56377908943971,3.02001161377864,0.00347526401750275,0.024799957137915,-2.37302517655304
"M86752_at",-1.59653543728772,8.23655912472371,-2.97094721896111,0.00401002999126719,0.0276207766258394,-2.50336636942855
"L02867_at",1.0541921148718,6.30134958702539,2.95313758203867,0.00422231601960972,0.0285858413141478,-2.55026578439457
"M21005_at",1.73245091580139,9.48485423159377,2.95219896899511,0.00423378754617398,0.028636310642006,-2.55273137468551
"M20681_at",1.10655408350685,8.72959196070552,2.94175458988597,0.00436339731569799,0.0292355822026419,-2.58012563513342
"L36983_at",-1.21990604173368,7.18280757828147,-2.90508377343468,0.00484808342445847,0.0315634582036205,-2.67570308760504
"U03057_at",1.01563820222355,10.0753334703415,2.87780191970398,0.0052404081718407,0.0334229319713838,-2.74619455416858
"X99076_rna1_at",1.01516234352581,2.55800431162876,2.85317499307518,0.00561947822697662,0.0353197809033129,-2.80937245486747
"M27749_r_at",-1.44008935777974,5.80062993696304,-2.84455593929469,0.00575800274009386,0.0360077206439729,-2.83138158885341
"X12530_s_at",-1.04243909658112,6.86176055905829,-2.81714077035437,0.00621977354832428,0.038137472309618,-2.90103350555714
"L33243_at",-1.07508283307522,7.41706252314155,-2.76588518788724,0.00717547236986066,0.0424514045848437,-3.02980085281001
"Y00339_s_at",1.03842454922802,6.87291338115775,2.75662816059901,0.00736178893128045,0.0433378970198995,-3.05285352306734
"X15573_at",-1.83256263515583,4.01326921533032,-2.73882448121332,0.00773262633502155,0.045138639308235,-3.09701386402814
"U72661_at",1.16222627797892,6.5587123232039,2.73816570474366,0.00774667033926018,0.0451561838500293,-3.09864344533067
"HG2724-HT2820_at",1.5728952791229,5.81942377421805,2.70068388406582,0.00858519227751113,0.0485744728145848,-3.19083490338358
